count,enttype,category,description,data,data_fields,source_value,target_concept_id
1,372,Diagnostic Tests,Scoring test result,A=7 B=8 C=4,4,372-Diagnostic Tests-Scoring test result-A=7 B=8 C=4,0
2,372,Diagnostic Tests,Scoring test result,"A=14, D=8",4,"372-Diagnostic Tests-Scoring test result-A=14, D=8",
1,372,Diagnostic Tests,Scoring test result,A=10 - D=10,4,372-Diagnostic Tests-Scoring test result-A=10 - D=10,0
1,372,Diagnostic Tests,Scoring test result,A= 13 D =3,4,372-Diagnostic Tests-Scoring test result-A= 13 D =3,0
1,372,Diagnostic Tests,Scoring test result,A5 D10,4,372-Diagnostic Tests-Scoring test result-A5 D10,0
1,372,Diagnostic Tests,Scoring test result,A27 D10,4,372-Diagnostic Tests-Scoring test result-A27 D10,
1,372,Diagnostic Tests,Scoring test result,A21 D21,4,372-Diagnostic Tests-Scoring test result-A21 D21,0
1,372,Diagnostic Tests,Scoring test result,A19 D9,4,372-Diagnostic Tests-Scoring test result-A19 D9,0
1,372,Diagnostic Tests,Scoring test result,A19 D6,4,372-Diagnostic Tests-Scoring test result-A19 D6,0
1,372,Diagnostic Tests,Scoring test result,A19,4,372-Diagnostic Tests-Scoring test result-A19,0
1,372,Diagnostic Tests,Scoring test result,A18,4,372-Diagnostic Tests-Scoring test result-A18,0
1,372,Diagnostic Tests,Scoring test result,A17,4,372-Diagnostic Tests-Scoring test result-A17,0
1,372,Diagnostic Tests,Scoring test result,A16 D12,4,372-Diagnostic Tests-Scoring test result-A16 D12,0
1,372,Diagnostic Tests,Scoring test result,A15 D13,4,372-Diagnostic Tests-Scoring test result-A15 D13,0
1,372,Diagnostic Tests,Scoring test result,A13 + D7,4,372-Diagnostic Tests-Scoring test result-A13 + D7,
1,372,Diagnostic Tests,Scoring test result,A12 D8,4,372-Diagnostic Tests-Scoring test result-A12 D8,0
1,372,Diagnostic Tests,Scoring test result,A11 D12,4,372-Diagnostic Tests-Scoring test result-A11 D12,0
1,372,Diagnostic Tests,Scoring test result,A11 + D9,4,372-Diagnostic Tests-Scoring test result-A11 + D9,0
2,372,Diagnostic Tests,Scoring test result,A10 D4,4,372-Diagnostic Tests-Scoring test result-A10 D4,0
1,372,Diagnostic Tests,Scoring test result,A&H QUESTIONA,4,372-Diagnostic Tests-Scoring test result-A&H QUESTIONA,0
1,372,Diagnostic Tests,Scoring test result,A&D,4,372-Diagnostic Tests-Scoring test result-A&D,0
1,372,Diagnostic Tests,Scoring test result,A D,4,372-Diagnostic Tests-Scoring test result-A D,0
1,372,Diagnostic Tests,Scoring test result,A = 9 D - 10,4,372-Diagnostic Tests-Scoring test result-A = 9 D - 10,
1,372,Diagnostic Tests,Scoring test result,A 8 D 9,4,372-Diagnostic Tests-Scoring test result-A 8 D 9,0
1,372,Diagnostic Tests,Scoring test result,A 25 D 27,4,372-Diagnostic Tests-Scoring test result-A 25 D 27,0
1,372,Diagnostic Tests,Scoring test result,A 19 D 14,4,372-Diagnostic Tests-Scoring test result-A 19 D 14,0
1,372,Diagnostic Tests,Scoring test result,A 16 D 19,4,372-Diagnostic Tests-Scoring test result-A 16 D 19,0
1,372,Diagnostic Tests,Scoring test result,A 13 D 13,4,372-Diagnostic Tests-Scoring test result-A 13 D 13,0
1,372,Diagnostic Tests,Scoring test result,A 11 D 9,4,372-Diagnostic Tests-Scoring test result-A 11 D 9,0
1,372,Diagnostic Tests,Scoring test result,A 11 D 5,4,372-Diagnostic Tests-Scoring test result-A 11 D 5,0
1,372,Diagnostic Tests,Scoring test result,A 10 D 7,4,372-Diagnostic Tests-Scoring test result-A 10 D 7,0
2,372,Diagnostic Tests,Scoring test result,A 10 D 18,4,372-Diagnostic Tests-Scoring test result-A 10 D 18,0
1,372,Diagnostic Tests,Scoring test result,A D,4,372-Diagnostic Tests-Scoring test result-A D,
3,372,Diagnostic Tests,Scoring test result,A,4,372-Diagnostic Tests-Scoring test result-A,0
1,372,Diagnostic Tests,Scoring test result,`CORE 10,4,372-Diagnostic Tests-Scoring test result-`CORE 10,0
1,372,Diagnostic Tests,Scoring test result,`1,4,372-Diagnostic Tests-Scoring test result-`1,0
12,372,Diagnostic Tests,Scoring test result,`,4,372-Diagnostic Tests-Scoring test result-`,0
1,372,Diagnostic Tests,Scoring test result,],4,372-Diagnostic Tests-Scoring test result-],0
1,372,Diagnostic Tests,Scoring test result,\\,4,372-Diagnostic Tests-Scoring test result-\\,0
2,372,Diagnostic Tests,Scoring test result,\30,4,372-Diagnostic Tests-Scoring test result-\30,
1,372,Diagnostic Tests,Scoring test result,\28,4,372-Diagnostic Tests-Scoring test result-\28,
2,372,Diagnostic Tests,Scoring test result,\,4,372-Diagnostic Tests-Scoring test result-\,
1,372,Diagnostic Tests,Scoring test result,@%,4,372-Diagnostic Tests-Scoring test result-@%,0
1,372,Diagnostic Tests,Scoring test result,? WHY NOT TAK,4,372-Diagnostic Tests-Scoring test result-? WHY NOT TAK,0
3,372,Diagnostic Tests,Scoring test result,?,4,372-Diagnostic Tests-Scoring test result-?,0
4,372,Diagnostic Tests,Scoring test result,>30%,4,372-Diagnostic Tests-Scoring test result->30%,0
1,372,Diagnostic Tests,Scoring test result,>24 NORMAL,4,372-Diagnostic Tests-Scoring test result->24 NORMAL,0
1,372,Diagnostic Tests,Scoring test result,>20,4,372-Diagnostic Tests-Scoring test result->20,0
4,372,Diagnostic Tests,Scoring test result,>2,4,372-Diagnostic Tests-Scoring test result->2,0
1,372,Diagnostic Tests,Scoring test result,> 30 % 10 YEA,4,372-Diagnostic Tests-Scoring test result-> 30 % 10 YEA,0
1,372,Diagnostic Tests,Scoring test result,> 15%,4,372-Diagnostic Tests-Scoring test result-> 15%,0
2,372,Diagnostic Tests,Scoring test result,> 15 %,4,372-Diagnostic Tests-Scoring test result-> 15 %,0
2,372,Diagnostic Tests,Scoring test result,#NAME?,4,372-Diagnostic Tests-Scoring test result-=MODERATE,
1,372,Diagnostic Tests,Scoring test result,==,4,372-Diagnostic Tests-Scoring test result-==,0
1,372,Diagnostic Tests,Scoring test result,18,4,372-Diagnostic Tests-Scoring test result-= 18,
1,372,Diagnostic Tests,Scoring test result,<WEEKLY,4,372-Diagnostic Tests-Scoring test result-<WEEKLY,
1,372,Diagnostic Tests,Scoring test result,<MONTHLY,4,372-Diagnostic Tests-Scoring test result-<MONTHLY,
1,372,Diagnostic Tests,Scoring test result,<5%,4,372-Diagnostic Tests-Scoring test result-<5%,0
1,372,Diagnostic Tests,Scoring test result,<30%,4,372-Diagnostic Tests-Scoring test result-<30%,0
1,372,Diagnostic Tests,Scoring test result,,4,372-Diagnostic Tests-Scoring test result-,
1,372,Diagnostic Tests,Scoring test result,,4,372-Diagnostic Tests-Scoring test result-,
1,372,Diagnostic Tests,Scoring test result,,4,372-Diagnostic Tests-Scoring test result-,
22,372,Diagnostic Tests,Scoring test result,<15%,4,372-Diagnostic Tests-Scoring test result-<15%,0
1,372,Diagnostic Tests,Scoring test result,<10%,4,372-Diagnostic Tests-Scoring test result-<10%,0
3,372,Diagnostic Tests,Scoring test result,<10,4,372-Diagnostic Tests-Scoring test result-<10,0
1,372,Diagnostic Tests,Scoring test result,,4,372-Diagnostic Tests-Scoring test result-,
8,372,Diagnostic Tests,Scoring test result,<1%,4,372-Diagnostic Tests-Scoring test result-<1%,0
3,372,Diagnostic Tests,Scoring test result,<1,4,372-Diagnostic Tests-Scoring test result-<1,0
1,372,Diagnostic Tests,Scoring test result,< 15% 10 YEAR,4,372-Diagnostic Tests-Scoring test result-< 15% 10 YEAR,0
9,372,Diagnostic Tests,Scoring test result,< 15%,4,372-Diagnostic Tests-Scoring test result-< 15%,0
3,372,Diagnostic Tests,Scoring test result,< 15 %,4,372-Diagnostic Tests-Scoring test result-< 15 %,0
1,372,Diagnostic Tests,Scoring test result,<,4,372-Diagnostic Tests-Scoring test result-<,0
1,372,Diagnostic Tests,Scoring test result,PHQN,4,372-Diagnostic Tests-Scoring test result-PHQN,0
1,372,Diagnostic Tests,Scoring test result,9SYMPTOMS,4,372-Diagnostic Tests-Scoring test result-9SYMPTOMS,0
2,372,Diagnostic Tests,Scoring test result,9QS,4,372-Diagnostic Tests-Scoring test result-9QS,0
1,372,Diagnostic Tests,Scoring test result,PHQNINE,4,372-Diagnostic Tests-Scoring test result-PHQNINE,0
1,372,Diagnostic Tests,Scoring test result,9MLS,4,372-Diagnostic Tests-Scoring test result-9MLS,0
8,372,Diagnostic Tests,Scoring test result,9HQ-9,4,372-Diagnostic Tests-Scoring test result-9HQ-9,0
1,372,Diagnostic Tests,Scoring test result,9=16,4,372-Diagnostic Tests-Scoring test result-9=16,0
1,372,Diagnostic Tests,Scoring test result,9:07,4,372-Diagnostic Tests-Scoring test result-9:7,
1,372,Diagnostic Tests,Scoring test result,9:11,4,372-Diagnostic Tests-Scoring test result-9:11,
1,372,Diagnostic Tests,Scoring test result,99,4,372-Diagnostic Tests-Scoring test result-99,
1,372,Diagnostic Tests,Scoring test result,98,4,372-Diagnostic Tests-Scoring test result-98,0
2,372,Diagnostic Tests,Scoring test result,95,4,372-Diagnostic Tests-Scoring test result-95,0
1,372,Diagnostic Tests,Scoring test result,94,4,372-Diagnostic Tests-Scoring test result-94,0
1,372,Diagnostic Tests,Scoring test result,92,4,372-Diagnostic Tests-Scoring test result-92,0
1,372,Diagnostic Tests,Scoring test result,90%,4,372-Diagnostic Tests-Scoring test result-90%,
3,372,Diagnostic Tests,Scoring test result,90,4,372-Diagnostic Tests-Scoring test result-90,0
38,372,Diagnostic Tests,Scoring test result,9-Sep,4,372-Diagnostic Tests-Scoring test result-9/9,
5,372,Diagnostic Tests,Scoring test result,Sep-52,4,372-Diagnostic Tests-Scoring test result-9/52,
2,372,Diagnostic Tests,Scoring test result,Sep-40,4,372-Diagnostic Tests-Scoring test result-9/40,
16,372,Diagnostic Tests,Scoring test result,30-Sep,4,372-Diagnostic Tests-Scoring test result-9/30,
2,372,Diagnostic Tests,Scoring test result,28-Sep,4,372-Diagnostic Tests-Scoring test result-9/28,
19,372,Diagnostic Tests,Scoring test result,27-Sep,4,372-Diagnostic Tests-Scoring test result-9/27,
5,372,Diagnostic Tests,Scoring test result,24-Sep,4,372-Diagnostic Tests-Scoring test result-9/24,
1,372,Diagnostic Tests,Scoring test result,22-Sep,4,372-Diagnostic Tests-Scoring test result-9/22,
9,372,Diagnostic Tests,Scoring test result,21-Sep,4,372-Diagnostic Tests-Scoring test result-9/21,
1,372,Diagnostic Tests,Scoring test result,15-Sep,4,372-Diagnostic Tests-Scoring test result-9/15,
13,372,Diagnostic Tests,Scoring test result,12-Sep,4,372-Diagnostic Tests-Scoring test result-9/12,
1,372,Diagnostic Tests,Scoring test result,9/10 -NORMAL,4,372-Diagnostic Tests-Scoring test result-9/10 -NORMAL,0
7,372,Diagnostic Tests,Scoring test result,10-Sep,4,372-Diagnostic Tests-Scoring test result-9/10,
2,372,Diagnostic Tests,Scoring test result,9.99,4,372-Diagnostic Tests-Scoring test result-9.99,0
2,372,Diagnostic Tests,Scoring test result,9.90%,4,372-Diagnostic Tests-Scoring test result-9.9%,
3,372,Diagnostic Tests,Scoring test result,9.9,4,372-Diagnostic Tests-Scoring test result-9.9,0
7,372,Diagnostic Tests,Scoring test result,9.80%,4,372-Diagnostic Tests-Scoring test result-9.8%,
3,372,Diagnostic Tests,Scoring test result,9.8,4,372-Diagnostic Tests-Scoring test result-9.8,0
1,372,Diagnostic Tests,Scoring test result,9.7% 10-YR RI,4,372-Diagnostic Tests-Scoring test result-9.7% 10-YR RI,0
9,372,Diagnostic Tests,Scoring test result,9.70%,4,372-Diagnostic Tests-Scoring test result-9.7%,
4,372,Diagnostic Tests,Scoring test result,9.7,4,372-Diagnostic Tests-Scoring test result-9.7,0
6,372,Diagnostic Tests,Scoring test result,9.60%,4,372-Diagnostic Tests-Scoring test result-9.6%,
4,372,Diagnostic Tests,Scoring test result,9.6,4,372-Diagnostic Tests-Scoring test result-9.6,0
1,372,Diagnostic Tests,Scoring test result,9.5/10,4,372-Diagnostic Tests-Scoring test result-9.5/10,0
1,372,Diagnostic Tests,Scoring test result,9.5/ 30,4,372-Diagnostic Tests-Scoring test result-9.5/ 30,0
8,372,Diagnostic Tests,Scoring test result,9.50%,4,372-Diagnostic Tests-Scoring test result-9.5%,
10,372,Diagnostic Tests,Scoring test result,9.5,4,372-Diagnostic Tests-Scoring test result-9.5,0
1,372,Diagnostic Tests,Scoring test result,9.40%,4,372-Diagnostic Tests-Scoring test result-9.4%,
2,372,Diagnostic Tests,Scoring test result,9.4,4,372-Diagnostic Tests-Scoring test result-9.4,0
1,372,Diagnostic Tests,Scoring test result,9.38,4,372-Diagnostic Tests-Scoring test result-9.38,0
1,372,Diagnostic Tests,Scoring test result,9.36,4,372-Diagnostic Tests-Scoring test result-9.36,0
4,372,Diagnostic Tests,Scoring test result,9.30%,4,372-Diagnostic Tests-Scoring test result-9.3%,
7,372,Diagnostic Tests,Scoring test result,9.3,4,372-Diagnostic Tests-Scoring test result-9.3,0
5,372,Diagnostic Tests,Scoring test result,9.20%,4,372-Diagnostic Tests-Scoring test result-9.2%,
5,372,Diagnostic Tests,Scoring test result,9.2,4,372-Diagnostic Tests-Scoring test result-9.2,0
8,372,Diagnostic Tests,Scoring test result,9.10%,4,372-Diagnostic Tests-Scoring test result-9.1%,
5,372,Diagnostic Tests,Scoring test result,9.1,4,372-Diagnostic Tests-Scoring test result-9.1,0
1,372,Diagnostic Tests,Scoring test result,9.099,4,372-Diagnostic Tests-Scoring test result-9.099,0
28,372,Diagnostic Tests,Scoring test result,9,4,372-Diagnostic Tests-Scoring test result-9.00,
4,372,Diagnostic Tests,Scoring test result,9,4,372-Diagnostic Tests-Scoring test result-9.0,
1,372,Diagnostic Tests,Scoring test result,12-Sep,4,372-Diagnostic Tests-Scoring test result-9-12,
1,372,Diagnostic Tests,Scoring test result,9-11%,4,372-Diagnostic Tests-Scoring test result-9-11%,0
1,372,Diagnostic Tests,Scoring test result,11-Sep,4,372-Diagnostic Tests-Scoring test result-9-11,
1,372,Diagnostic Tests,Scoring test result,9+25,4,372-Diagnostic Tests-Scoring test result-9+25,0
125,372,Diagnostic Tests,Scoring test result,9%,4,372-Diagnostic Tests-Scoring test result-9%,
3,372,Diagnostic Tests,Scoring test result,9 X 1.5,4,372-Diagnostic Tests-Scoring test result-9 X 1.5,0
1,372,Diagnostic Tests,Scoring test result,9 WEEKS POST,4,372-Diagnostic Tests-Scoring test result-9 WEEKS POST,0
3,372,Diagnostic Tests,Scoring test result,9 WEEK POST N,4,372-Diagnostic Tests-Scoring test result-9 WEEK POST N,0
1,372,Diagnostic Tests,Scoring test result,9 SYPMTOMS,4,372-Diagnostic Tests-Scoring test result-9 SYPMTOMS,0
1,372,Diagnostic Tests,Scoring test result,9 SYMTOMS,4,372-Diagnostic Tests-Scoring test result-9 SYMTOMS,0
40,372,Diagnostic Tests,Scoring test result,9 SYMPTOMS,4,372-Diagnostic Tests-Scoring test result-9 SYMPTOMS,0
2,372,Diagnostic Tests,Scoring test result,9 SX,4,372-Diagnostic Tests-Scoring test result-9 SX,0
6,372,Diagnostic Tests,Scoring test result,9 QUESTIONS,4,372-Diagnostic Tests-Scoring test result-9 QUESTIONS,0
1,372,Diagnostic Tests,Scoring test result,9 QUESTION,4,372-Diagnostic Tests-Scoring test result-9 QUESTION,0
3,372,Diagnostic Tests,Scoring test result,9 QS,4,372-Diagnostic Tests-Scoring test result-9 QS,0
1,372,Diagnostic Tests,Scoring test result,9 OUT OF 30,4,372-Diagnostic Tests-Scoring test result-9 OUT OF 30,0
1,372,Diagnostic Tests,Scoring test result,9 NORMAL,4,372-Diagnostic Tests-Scoring test result-9 NORMAL,
2,372,Diagnostic Tests,Scoring test result,9%,4,372-Diagnostic Tests-Scoring test result-9 %,
570,372,Diagnostic Tests,Scoring test result,9,4,372-Diagnostic Tests-Scoring test result-9,0
1,372,Diagnostic Tests,Scoring test result,8X40/20,4,372-Diagnostic Tests-Scoring test result-8X40/20,0
1,372,Diagnostic Tests,Scoring test result,8X1.5,4,372-Diagnostic Tests-Scoring test result-8X1.5,0
1,372,Diagnostic Tests,Scoring test result,8^,4,372-Diagnostic Tests-Scoring test result-8^,0
1,372,Diagnostic Tests,Scoring test result,87,4,372-Diagnostic Tests-Scoring test result-87,0
2,372,Diagnostic Tests,Scoring test result,86,4,372-Diagnostic Tests-Scoring test result-86,0
2,372,Diagnostic Tests,Scoring test result,85,4,372-Diagnostic Tests-Scoring test result-85,0
1,372,Diagnostic Tests,Scoring test result,84%,4,372-Diagnostic Tests-Scoring test result-84%,
1,372,Diagnostic Tests,Scoring test result,84,4,372-Diagnostic Tests-Scoring test result-84,0
1,372,Diagnostic Tests,Scoring test result,82,4,372-Diagnostic Tests-Scoring test result-82,0
2,372,Diagnostic Tests,Scoring test result,81,4,372-Diagnostic Tests-Scoring test result-81,0
1,372,Diagnostic Tests,Scoring test result,80X34/20,4,372-Diagnostic Tests-Scoring test result-80X34/20,0
7,372,Diagnostic Tests,Scoring test result,80%,4,372-Diagnostic Tests-Scoring test result-80%,
10,372,Diagnostic Tests,Scoring test result,80,4,372-Diagnostic Tests-Scoring test result-80,0
17,372,Diagnostic Tests,Scoring test result,9-Aug,4,372-Diagnostic Tests-Scoring test result-8/9,
10,372,Diagnostic Tests,Scoring test result,Aug-52,4,372-Diagnostic Tests-Scoring test result-8/52,
5,372,Diagnostic Tests,Scoring test result,Aug-40,4,372-Diagnostic Tests-Scoring test result-8/40,
12,372,Diagnostic Tests,Scoring test result,30-Aug,4,372-Diagnostic Tests-Scoring test result-8/30,
3,372,Diagnostic Tests,Scoring test result,28-Aug,4,372-Diagnostic Tests-Scoring test result-8/28,
14,372,Diagnostic Tests,Scoring test result,27-Aug,4,372-Diagnostic Tests-Scoring test result-8/27,
2,372,Diagnostic Tests,Scoring test result,24-Aug,4,372-Diagnostic Tests-Scoring test result-8/24,
7,372,Diagnostic Tests,Scoring test result,21-Aug,4,372-Diagnostic Tests-Scoring test result-8/21,
30,372,Diagnostic Tests,Scoring test result,12-Aug,4,372-Diagnostic Tests-Scoring test result-8/12,
2,372,Diagnostic Tests,Scoring test result,10-Aug,4,372-Diagnostic Tests-Scoring test result-8/10,
5,372,Diagnostic Tests,Scoring test result,8.90%,4,372-Diagnostic Tests-Scoring test result-8.9%,
1,372,Diagnostic Tests,Scoring test result,8.9,4,372-Diagnostic Tests-Scoring test result-8.9,0
2,372,Diagnostic Tests,Scoring test result,8.80%,4,372-Diagnostic Tests-Scoring test result-8.8%,
1,372,Diagnostic Tests,Scoring test result,8.8,4,372-Diagnostic Tests-Scoring test result-8.8,0
1,372,Diagnostic Tests,Scoring test result,8.70%,4,372-Diagnostic Tests-Scoring test result-8.70%,
5,372,Diagnostic Tests,Scoring test result,8.70%,4,372-Diagnostic Tests-Scoring test result-8.7%,
5,372,Diagnostic Tests,Scoring test result,8.7,4,372-Diagnostic Tests-Scoring test result-8.7,0
9,372,Diagnostic Tests,Scoring test result,8.60%,4,372-Diagnostic Tests-Scoring test result-8.6%,
2,372,Diagnostic Tests,Scoring test result,8.6,4,372-Diagnostic Tests-Scoring test result-8.6,0
1,372,Diagnostic Tests,Scoring test result,8.50%,4,372-Diagnostic Tests-Scoring test result-8.50%,
7,372,Diagnostic Tests,Scoring test result,8.50%,4,372-Diagnostic Tests-Scoring test result-8.5%,
6,372,Diagnostic Tests,Scoring test result,8.5,4,372-Diagnostic Tests-Scoring test result-8.5,0
5,372,Diagnostic Tests,Scoring test result,8.40%,4,372-Diagnostic Tests-Scoring test result-8.4%,
2,372,Diagnostic Tests,Scoring test result,8.4,4,372-Diagnostic Tests-Scoring test result-8.4,0
8,372,Diagnostic Tests,Scoring test result,8.30%,4,372-Diagnostic Tests-Scoring test result-8.3%,
1,372,Diagnostic Tests,Scoring test result,8.3,4,372-Diagnostic Tests-Scoring test result-8.3,0
3,372,Diagnostic Tests,Scoring test result,8.20%,4,372-Diagnostic Tests-Scoring test result-8.2%,
9,372,Diagnostic Tests,Scoring test result,8.2,4,372-Diagnostic Tests-Scoring test result-8.2,0
1,372,Diagnostic Tests,Scoring test result,8.19,4,372-Diagnostic Tests-Scoring test result-8.19,0
2,372,Diagnostic Tests,Scoring test result,8.10%,4,372-Diagnostic Tests-Scoring test result-8.1%,
5,372,Diagnostic Tests,Scoring test result,8.1,4,372-Diagnostic Tests-Scoring test result-8.1,0
1,372,Diagnostic Tests,Scoring test result,8.00%,4,372-Diagnostic Tests-Scoring test result-8.00%,
22,372,Diagnostic Tests,Scoring test result,8,4,372-Diagnostic Tests-Scoring test result-8.00,
1,372,Diagnostic Tests,Scoring test result,8.00%,4,372-Diagnostic Tests-Scoring test result-8.0%,
3,372,Diagnostic Tests,Scoring test result,8,4,372-Diagnostic Tests-Scoring test result-8.0,
1,372,Diagnostic Tests,Scoring test result,8-19-MODERATE,4,372-Diagnostic Tests-Scoring test result-8-19-MODERATE,0
1,372,Diagnostic Tests,Scoring test result,19-Aug,4,372-Diagnostic Tests-Scoring test result-8-19,
1,372,Diagnostic Tests,Scoring test result,11-Aug,4,372-Diagnostic Tests-Scoring test result-8-11,
1,372,Diagnostic Tests,Scoring test result,"8,88",4,"372-Diagnostic Tests-Scoring test result-8,88",
1,372,Diagnostic Tests,Scoring test result,"8,00",4,"372-Diagnostic Tests-Scoring test result-8,00",
1,372,Diagnostic Tests,Scoring test result,8%='VERY LOW,4,372-Diagnostic Tests-Scoring test result-8%='VERY LOW,0
142,372,Diagnostic Tests,Scoring test result,8%,4,372-Diagnostic Tests-Scoring test result-8%,
1,372,Diagnostic Tests,Scoring test result,8 X1.5 AS FH,4,372-Diagnostic Tests-Scoring test result-8 X1.5 AS FH,0
