count,provcat,description,higher-level category
220301,5978,NURSE MIDWIFE,REGISTERED NURSE - MIDWIFE
48864,1239,SPEECH THERAPIST,SPEECH THERAPY PROVIDER
44402,1622,CLINICAL SOCIAL WORKER,SOCIAL WORKER
37973,0386,PEDIATRIC ALLERGIST & IMMUNOLOGIST,ALLERGY & IMMUNOLOGY
22667,0456,URGENT CARE SPECIALIST,EMERGENCY MEDICINE
16540,0266,MASSAGE THERAPIST,PHYSICAL THERAPY PROVIDER
6868,1147,ORTHOPEDIC SURGEON,ORTHOPEDICS
2455,2301,CERTIFIED ACUPUNCTURIST,ACUPUNCTURIST
186,0629,PEDIATRIC NEUROLOGIST,NEUROLOGY
2039,2129,OTHER MENTAL HEALTH PROFESSIONAL,MENTAL HEALTH PROFESSIONAL
809,2760,PEDIATRIC SPEECH PATHOLOGY,SPEECH THERAPY PROVIDER
247,0833,UNDERSEAS MEDICINE SPECIALIST,PREVENTIVE MEDICINE
138,2647,NURSE ANESTHETIST,REGISTERED NURSE - ANESTHETIST
37,5752,REGISTERED NURSE,REGISTERED NURSE
295,7198,PEDIATRIC ORTHOPEDIC SURGEON,ORTHOPEDICS
19,0490,PROCTOLOGIST,GASTROENTEROLOGY
11,6724,MASSAGE THERAPIST,PHYSICAL THERAPY PROVIDER
173,1120,MEDICAL REHABILITATION CENTER,CARDIAC & MEDICAL REHAB FACILITIES
19,1421,PEDIATRIC SPECIALIST,PEDIATRICS
2,2438,CLINICAL SOCIAL WORKER,SOCIAL WORKER
2,1378,MEDICAL REHABILITATION CENTER,CARDIAC & MEDICAL REHAB FACILITIES
36,1390,MEDICAL REHABILITATION CENTER,CARDIAC & MEDICAL REHAB FACILITIES
30282275,0996,UROLOGIST,UROLOGY
3350396,1602,HOSPICE,HOSPICE
2250374,0065,LITHOTRIPSY CENTER,LITHOTRIPSY CENTER
875432,5847,NEPHROLOGIST,NEPHROLOGY
139094,1240,ADDICTION MEDICINE,OTHER PHYSICIAN SPECIALTY
866482,0637,PEDIATRIC OPHTHALMOLOGIST,OPHTHALMOLOGY
890842,5895,MATERNAL & FETAL MEDICINE SPECIALIST,OBSTETRICS
129294,5754,GENERAL SURGEON - TRAUMA SPECIALIST,GENERAL SURGERY
747187,1610,PROVIDER GROUP - FACILITY,UNKNOWN FACILITY PROVIDER
133212,2689,RADIOLOGICAL PHYSICIST,RADIOLOGY
51535,0291,MATERNAL & FETAL MEDICINE SPECIALIST,OBSTETRICS
26949,0891,PEDIATRIC PULMONARY DISEASE SPECIALIST,PULMONARY MEDICINE
6023,2160,PSYCHIATRIST/NEUROLOGIST,PSYCHIATRY
7382,2094,PEDODONTIST,PEDODONTIST
5163,5633,LICENSED PRACTICAL NURSE,VOCATIONAL/PRACTICAL NURSE
3128,0665,MEDICAL TOXICOLOGIST,OTHER PHYSICIAN SPECIALTY
1073,0179,PERIODONTIST,PERIODONTIST
12262,3249,NUCLEAR CARDIOLOGY,CARDIOLOGY
73,5755,PEDIATRIC CARDIOLOGIST,CARDIOLOGY
313,4177,CERTIFIED DIABETIC EDUCATOR,OTHER NON-PHYSICIAN PROVIDER
234,3814,PEDIATRIC OCCUPATIONAL THERAPY,OCCUPATIONAL THERAPY PROVIDER
547,1335,OCCUPATIONAL MEDICINE SPECIALIST,PHYSICAL MEDICINE & REHABILITATION
221,1278,GENERAL DENTIST,DENTIST
797,1088,CLINICAL SOCIAL WORKER,SOCIAL WORKER
53,2274,NURSE MIDWIFE,REGISTERED NURSE - MIDWIFE
107,3851,ENVIRONMENTAL ADAPTATION COMPANY,COMMUNITY SUPPORT SERVICES
2985,2314,INTERNIST/GENERAL INTERNIST,INTERNAL MEDICINE
199,1584,DOCTOR OF NAPROPATHY,OTHER NON-PHYSICIAN PROVIDER
69,6882,PASTORAL COUNSELOR,MENTAL HEALTH PROFESSIONAL
195,3134,ATHLETIC TRAINER,PHYSICAL THERAPY PROVIDER
105,7306,REGISTERED NURSE,REGISTERED NURSE
38,6666,GENERAL PREVENTIVE MEDICINE SPECIALIST,PREVENTIVE MEDICINE
28,2685,REGISTERED NURSE,REGISTERED NURSE - PRACTITIONER
3,2619,REGISTERED NURSE,REGISTERED NURSE - PRACTITIONER
1,0864,PSYCHIATRIST - SUBSTANCE ABUSE SERVICES,PSYCHIATRY
2204665,0418,PEDIATRIC CARDIOLOGIST,CARDIOLOGY
7287321,0237,SPECIAL RN SERVICES,REGISTERED NURSE
2014639,0806,PLASTIC SURGEON,PLASTIC & RECONSTRUCTIVE SURGERY
11063280,0446,EMERGENCY MEDICINE (PHYSICIANS),EMERGENCY MEDICINE
32130026,1237,PHYSICAL THERAPIST,PHYSICAL THERAPY PROVIDER
213294,0075,AMBULANCE,AMBULANCE PROVIDERS
1414409,1593,HOME HEALTH/HOME INFUSION,HOME HEALTH CARE
8482,0928,RADIOLOGIST,RADIOLOGY
6278,1115,GENERAL SURGEON,GENERAL SURGERY
2,2533,UNKNOWN NON-PHYSICIAN PROVIDER,OTHER NON-PHYSICIAN PROVIDER
2163,5694,PHYSICAL THERAPIST,PHYSICAL THERAPY PROVIDER
393,1341,PEDIATRIC CRITICAL CARE MEDICINE SPECIALIST,CRITICAL CARE MEDICINE
103,1035,MEDICAL REHABILITATION CENTER,CARDIAC & MEDICAL REHAB FACILITIES
64,3254,PODIATRIST - NON-MD,PODIATRIST - NON-MD
207,6767,PHYSICIAN NUTRITION SPECIALIST,OTHER PHYSICIAN SPECIALTY
6,2306,NURSE PRACTITIONER,REGISTERED NURSE - PRACTITIONER
169,4265,ALCOHOL AND DRUG ABUSE COUNSELOR,ADDICTION MEDICINE SPECIALIST
19,4213,PHYSICIANS ASSISTANT,OTHER FREE STANDING FACILITY
37,1723,PHYSICIANS ASSISTANT,OTHER NON-PHYSICIAN PROVIDER
8,4627,NUCLEAR MEDICINE SPECIALIST,RADIOLOGY
1,2761,PEDIATRICIAN,PEDIATRICS
34,1467,PSYCHIATRIST - ADDICTION MEDICINE,PSYCHIATRY
4,2019,MARRIAGE AND FAMILY THERAPIST,MENTAL HEALTH PROFESSIONAL
1689437,0899,NEUROLOGICAL RADIOLOGIST,RADIOLOGY
1471008,4661,CLINICAL PATHOLOGIST,PATHOLOGY
990104,5908,ADOLESCENT MEDICINE SPECIALIST,PEDIATRICS
40513,1566,LICENSED PROFESSIONAL COUNSELOR,MENTAL HEALTH PROFESSIONAL
2337,1300,CLINICAL SOCIAL WORKER,SOCIAL WORKER
2618,0410,CARDIOVASCULAR DISEASE SPECIALIST,CARDIOLOGY
224,2231,CLINICAL SOCIAL WORKER/MENTAL HEALTH COUNSELOR,MENTAL HEALTH PROFESSIONAL
1433,0164,ENDODONTIST,ENDODONTIST
162287,3893,AUTISM ABA (APPLIED BEHAVIORAL ANALYSIS) AGENCY,MENTAL HEALTH/CHEMICAL DEPENDENCY FACILITIES
1416,1030,VASCULAR INTERVENTION RADIOLOGIST,RADIOLOGY
9,7337,DOCTOR OF NATUROPATHY,OTHER NON-PHYSICIAN PROVIDER
210,7146,CASE MANAGEMENT AGENCY,COMMUNITY SUPPORT SERVICES
729,0995,UROLOGIST,UROLOGY
995,0047,DIALYSIS FACILITY,DIALYSIS FACILITY
1453,2657,PSYCHIATRIC NURSE SPECIALIST,REGISTERED NURSE - PSYCHIATRIC
604,1731,ALCOHOL AND DRUG ABUSE COUNSELOR,ADDICTION MEDICINE SPECIALIST
1038,2299,MASTER OF SOCIAL WORK,SOCIAL WORKER
181,4052,DOCTOR OF NATUROPATHY,OTHER NON-PHYSICIAN PROVIDER
116,1644,SUBSTANCE ABUSE SERVICES,ADDICTION MEDICINE SPECIALIST
391,2156,PASTORAL COUNSELOR,MENTAL HEALTH PROFESSIONAL
62,3247,LICENSED PROFESSIONAL COUNSELOR,MENTAL HEALTH PROFESSIONAL
28,2087,PERIODONTIST,PERIODONTIST
5,2719,MASSAGE THERAPIST,PHYSICAL THERAPY PROVIDER
1,1833,DURABLE MEDICAL EQUIPMENT,MEDICAL SUPPLY HOUSE
1,2347,PODIATRIST - NON-MD,PODIATRIST - NON-MD
19,2695,HOSPITALIST,OTHER PHYSICIAN SPECIALTY
341852,5852,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL HEALTH",REGISTERED NURSE - PSYCHIATRIC
87065,0494,ABDOMINAL GENERAL SURGEON,GENERAL SURGERY
469738,0068,MEDICAL REHABILITATION CENTER,CARDIAC & MEDICAL REHAB FACILITIES
41379,5329,PLASTIC SURGEON,PLASTIC & RECONSTRUCTIVE SURGERY
72571,1591,CARDIAC REHAB/EXERCISE FACILITY,CARDIAC & MEDICAL REHAB FACILITIES
32840,0240,NURSE ANESTHETIST,REGISTERED NURSE - ANESTHETIST
4852821,1086,VETERANS ADMINISTRATION CENTER,GOVERNMENT FACILITY
22298,1153,PHYSICAL MEDICINE SPECIALIST,PHYSICAL MEDICINE & REHABILITATION
1960,1490,DURABLE MEDICAL EQUIPMENT,MEDICAL SUPPLY HOUSE
68705,0836,PSYCHIATRIST - ADDICTION MEDICINE,PSYCHIATRY
633,2224,PHYSICIANS ASSISTANT,OTHER NON-PHYSICIAN PROVIDER
3784,1419,INTERNAL MEDICINE SPECIALIST,INTERNAL MEDICINE
634,2220,MARRIAGE AND FAMILY THERAPIST,MENTAL HEALTH PROFESSIONAL
3237,0764,PEDIATRIC PATHOLOGIST,PATHOLOGY
384796,3473,PEDIATRIC EMERGENCY MEDICINE (PHYSICIANS),EMERGENCY MEDICINE
197,1780,ORO-FACIAL PLASTIC SURGEON,PLASTIC & RECONSTRUCTIVE SURGERY
1011,1450,CLINICAL SOCIAL WORKER/MENTAL HEALTH COUNSELOR,MENTAL HEALTH PROFESSIONAL
733,7276,ADOLESCENT MEDICINE SPECIALIST,PEDIATRICS
139,5367,NURSE MIDWIFE,REGISTERED NURSE - MIDWIFE
65,0115,REGISTERED DIETICIAN,NUTRITIONIST
225,2373,INTERNIST/GENERAL INTERNIST,INTERNAL MEDICINE
1,3628,INTERVENTIONAL RADIOLOGY,RADIOLOGY
6,2520,GERIATRIC PSYCHIATRIST,PSYCHIATRY
394080,0118,OPTICIAN,OPTICIAN/OPTOMETRIST
199899,0172,OTHER COSMOS DENTAL SPECIALIST,OTHER DENTAL SPECIALIST
2162741,0400,CARDIOLOGIST,CARDIOLOGY
351622,0301,REPRODUCTIVE ENDOCRINOLOGIST,OBSTETRICS
375546,2135,CLINICAL SOCIAL WORKER,SOCIAL WORKER
123715,0262,OCCUPATIONAL THERAPIST,OCCUPATIONAL THERAPY PROVIDER
14792,6010,CERTIFIED DIABETIC EDUCATOR,OTHER NON-PHYSICIAN PROVIDER
188,2879,PASTORAL COUNSELOR,MENTAL HEALTH PROFESSIONAL
1652,0623,NEUROMUSCULAR DISEASE SPECIALIST,NEUROLOGY
801,2262,NURSE ANESTHETIST,REGISTERED NURSE - ANESTHETIST
587,0528,CLINICAL BIOMEDICAL GENETICIST,GENETICS
834,3601,PHARMACIST,PHARMACY
481,3571,MEDICAL REHABILITATION CENTER,CARDIAC & MEDICAL REHAB FACILITIES
104,1349,PUBLIC HEALTH SPECIALIST,PREVENTIVE MEDICINE
1734,1232,OTHER MENTAL HEALTH PROFESSIONAL,MENTAL HEALTH PROFESSIONAL
42,7215,PERSONAL CARE AID,OTHER NON-PHYSICIAN PROVIDER
419,1887,OTHER MENTAL HEALTH PROFESSIONAL,MENTAL HEALTH PROFESSIONAL
35,2309,PEDIATRIC NEPHROLOGIST,UNKNOWN
104,2114,MARRIAGE AND FAMILY SOCIAL WORKER,SOCIAL WORKER
161,1676,OTOLARYNGOLOGIST,OTOLARYNGOLOGY
7,2908,OTOLOGIST,OTOLARYNGOLOGY
23818007,0695,OTOLARYNGOLOGIST,OTOLARYNGOLOGY
2629071,0170,ACCIDENTAL DENTAL/MEDICAL DENTAL/ORAL SURGERY,OTHER DENTAL SPECIALIST
1838608,1028,VASCULAR INTERVENTION RADIOLOGIST,RADIOLOGY
102143,0450,PEDIATRIC EMERGENCY MEDICINE (PHYSICIANS),EMERGENCY MEDICINE
8472,4659,NEUROPATHOLOGIST,PATHOLOGY
41608,4392,CASE MANAGEMENT AGENCY,COMMUNITY SUPPORT SERVICES
497507,1394,MEDICAL REHABILITATION CENTER,CARDIAC & MEDICAL REHAB FACILITIES
2373,2187,OCCUPATIONAL THERAPIST,OCCUPATIONAL THERAPY PROVIDER
22626,2148,OTHER MENTAL HEALTH PROFESSIONAL,MENTAL HEALTH PROFESSIONAL
84200,1896,UNKNOWN SPECIALTY PHYSICIAN,UNKNOWN SPECIALTY PHYSICIAN
5892,1119,OTOLARYNGOLOGIST,OTOLARYNGOLOGY
16694,4234,UNKNOWN PROVIDER TYPE,UNKNOWN
4293,1122,MASTER OF SOCIAL WORK,SOCIAL WORKER
102,0116,OPTICIAN,OPTICIAN/OPTOMETRIST
13505,5764,LICENSED PRACTICAL NURSE,VOCATIONAL/PRACTICAL NURSE
968,0763,PEDIATRIC PATHOLOGIST,PATHOLOGY
3994,0706,PEDIATRIC OTOLARYNGOLOGIST,OTOLARYNGOLOGY
633,5836,PEDIATRIC EMERGENCY MEDICINE (PHYSICIANS),EMERGENCY MEDICINE
507,0727,ANATOMICAL/CLINICAL PATHOLOGIST,PATHOLOGY
132,5331,PERSONAL CARE AID,OTHER NON-PHYSICIAN PROVIDER
180,0586,INFECTIOUS DISEASES SPECIALIST,INFECTIOUS DISEASES
57,0160,GENERAL DENTIST - DDS,DENTIST
580,1179,NEPHROLOGIST,NEPHROLOGY
239,4330,PEDIATRIC SPEECH PATHOLOGY,SPEECH THERAPY PROVIDER
75,6038,ALLIED HEALTH PROF GROUP,OTHER PHYSICIAN SPECIALTY
97,3411,FAMILY PLANNING,OTHER NON-PHYSICIAN PROVIDER
494,2010,OTHER MENTAL HEALTH PROFESSIONAL,MENTAL HEALTH PROFESSIONAL
66,2988,CLINICAL SOCIAL WORKER,SOCIAL WORKER
366,2345,GENERAL SURGEON,GENERAL SURGERY
210,5677,ALLIED HEALTH PROF GROUP,OTHER NON-PHYSICIAN PROVIDER
32,1901,RHEUMATOLOGIST,RHEUMATOLOGY
4,3078,LICENSED VOCATIONAL NURSE,REGISTERED NURSE
86,3080,PEDIATRIC INFECTIOUS DISEASES SPECIALIST,INFECTIOUS DISEASES
5,7203,LICENSED VOCATIONAL NURSE,REGISTERED NURSE
36,3412,FAMILY PLANNING,OTHER NON-PHYSICIAN PROVIDER
38151995,5000,NURSE PRACTITIONER,REGISTERED NURSE - PRACTITIONER
57046239,0571,MEDICAL ONCOLOGIST,HEMATOLOGY & ONCOLOGY
425738556,4834,INDEPENDENT LABORATORY,INDEPENDENT LABORATORY
426303,4831,REGISTERED PHYSICAL THERAPIST,PHYSICAL THERAPY PROVIDER
302939,5920,PEDIATRIC GENERAL SURGEON,GENERAL SURGERY
90193,5838,GENERAL DENTIST,DENTIST
51262,0941,RHEUMATOLOGIST,RHEUMATOLOGY
2456,5057,DENTAL TECHNICIAN,DENTAL TECHNICIAN
19769,3130,EARLY INTERVENTION,OTHER PHYSICIAN SPECIALTY
267,1681,EMPLOYEE ASSISTANCE PROGRAM (EAP) COUNSELOR,MENTAL HEALTH PROFESSIONAL
2277,0440,DERMATOLOGIST,DERMATOLOGY
182,1117,ALLERGIST & IMMUNOLOGIST,ALLERGY & IMMUNOLOGY
197,2401,CLINICAL NEUROPHYSIOLOGIST,NEUROLOGY
129,4835,INTERNAL MED PEDIATRICS,PEDIATRICS
705,1748,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL",REGISTERED NURSE - PSYCHIATRIC
535,0032,HEALTH RESORT,HEALTH RESORT
29,3493,PSYCHIATRIST,PSYCHIATRY
200,1662,REGISTERED NURSE,REGISTERED NURSE
31,2616,REGISTERED NURSE,REGISTERED NURSE
92,1882,OTOLOGIST,OTOLARYNGOLOGY
3,4832,PHARMACIST,PHARMACY
9,3364,DOCTOR OF NATUROPATHY,OTHER NON-PHYSICIAN PROVIDER
12,2117,VISITING NURSE,REGISTERED NURSE
25,2566,MASTER OF SOCIAL WORK,SOCIAL WORKER
8,1844,THORACIC SURGEON,THORACIC SURGERY
53,7287,DERMATOPATHOLOGIST,PATHOLOGY
9550305,1276,PHARMACY,PHARMACY
455994,0610,CLINICAL NEUROPHYSIOLOGIST,NEUROLOGY
1775777,5302,PSYCHOLOGIST,CLINICAL PSYCHOLOGY
2389490,0269,PHYSICAL THERAPIST,PHYSICAL THERAPY PROVIDER
277770,5888,PEDIATRIC NURSE PRACTITIONER,REGISTERED NURSE - PRACTITIONER
14341,1635,UNKNOWN NON-PHYSICIAN PROVIDER,OTHER NON-PHYSICIAN PROVIDER
28527,0283,SPEECH THERAPIST,SPEECH THERAPY PROVIDER
17863,1277,UNKNOWN NON-PHYSICIAN PROVIDER,OTHER NON-PHYSICIAN PROVIDER
403630,1597,DRUG AND ALCOHOL REHABILITATION CENTER,MENTAL HEALTH/CHEMICAL DEPENDENCY FACILITIES
2134,1146,DURABLE MEDICAL EQUIPMENT,MEDICAL SUPPLY HOUSE
24097,2211,CHIROPRACTOR,CHIROPRACTOR
3366,2576,ALCOHOL AND DRUG ABUSE COUNSELOR,ADDICTION MEDICINE SPECIALIST
2178,0405,CARDIAC ELECTROPHYSIOLOGIST,CARDIOLOGY
560026,,UNKNOWN PROVIDER TYPE,UNKNOWN
10363,1549,PSYCHIATRIST - SUBSTANCE ABUSE SERVICES,PSYCHIATRY
18029,3984,BEHAVIORAL ANALYST - AUTISM PROGRAM,MENTAL HEALTH PROFESSIONAL
251,5724,INTERNIST/GENERAL INTERNIST,INTERNAL MEDICINE
74,3343,PHYSICIAN NUTRITION SPECIALIST,OTHER PHYSICIAN SPECIALTY
160,2593,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL",REGISTERED NURSE - PSYCHIATRIC
48,2303,CLINICAL SOCIAL WORKER,SOCIAL WORKER
104,4355,PHARMACIST,PHARMACY
595,1815,CERTIFIED ACUPUNCTURIST,ACUPUNCTURIST
100,0232,REGISTERED NURSE,REGISTERED NURSE
562,0774,OCCUPATIONAL MEDICINE SPECIALIST,PHYSICAL MEDICINE & REHABILITATION
40,0936,PEDIATRIC RHEUMATOLOGIST,RHEUMATOLOGY
139,1658,PSYCHIATRIC NURSE SPECIALIST,REGISTERED NURSE - PSYCHIATRIC
19,2582,SUBSTANCE ABUSE SERVICES,ADDICTION MEDICINE SPECIALIST
3,0853,GERIATRIC PSYCHIATRIST,PSYCHIATRY
78,4237,UNKNOWN SPECIALTY PHYSICIAN,UNKNOWN SPECIALTY PHYSICIAN
6,6744,ALCOHOL AND DRUG ABUSE COUNSELOR,ADDICTION MEDICINE SPECIALIST
1,3252,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL",REGISTERED NURSE - PSYCHIATRIC
26,4220,OPHTHALMOLOGIST,OPHTHALMOLOGY
3,2644,FAMILY PRACTITIONER,FAMILY PRACTICE
1701678,0424,COLON & RECTAL SURGEON,COLON & RECTAL SURGERY
23805,1190,DURABLE MEDICAL EQUIPMENT,MEDICAL SUPPLY HOUSE
5268,0362,DEVELOPMENTAL PEDIATRIC SPECIALIST,PEDIATRICS
253225,5983,MASSAGE THERAPIST,PHYSICAL THERAPY PROVIDER
11604,2600,CLINICAL CYTOGENETICIST,GENETICS
9544,1456,MARRIAGE AND FAMILY THERAPIST,MENTAL HEALTH PROFESSIONAL
20656,1408,MEDICAL REHABILITATION CENTER,CARDIAC & MEDICAL REHAB FACILITIES
2724,1123,CARDIOVASCULAR DISEASE SPECIALIST,CARDIOLOGY
211,2505,NURSE MIDWIFE,REGISTERED NURSE - MIDWIFE
149,3313,PEDIATRIC ANESTHESIOLOGY,ANESTHESIOLOGY
1651,4157,PSYCHIATRIST,PSYCHIATRY
14,2918,NURSE PRACTITIONER,REGISTERED NURSE - PRACTITIONER
53,0238,CERTIFIED NURSE ANESTHETIST,REGISTERED NURSE - ANESTHETIST
215,4222,LICENSED PRACTICAL NURSE,VOCATIONAL/PRACTICAL NURSE
692,2849,PSYCHIATRIST,PSYCHIATRY
47,3832,COLON & RECTAL SURGEON,COLON & RECTAL SURGERY
25,3689,EARLY INTERVENTION,OTHER PHYSICIAN SPECIALTY
58,1834,REHABILITATION MEDICINE SPECIALIST,PHYSICAL MEDICINE & REHABILITATION
1,4041,HOSPICE AND PALLIATIVE MEDICINE,HOSPICE AND PALLIATIVE MEDICINE
18,4178,DURABLE MEDICAL EQUIPMENT,MEDICAL SUPPLY HOUSE
1,1950,OBSTETRICIAN/GYNECOLOGIST,OBSTETRICS & GYNECOLOGY
2,6750,PHYSICIAN NUTRITION SPECIALIST,OTHER PHYSICIAN SPECIALTY
124,7330,MENTAL HEALTH COUNSELOR,MENTAL HEALTH PROFESSIONAL
1,2257,NUTRITIONIST,NUTRITIONIST
81948818,0095,MEDICAL SUPPLY HOUSE,MEDICAL SUPPLY HOUSE
245801,0980,UNKNOWN COSMOS PROVIDER TYPE,UNKNOWN SPECIALTY PHYSICIAN
27748769,0700,OTOLARYNGOLOGIST,OTOLARYNGOLOGY
340787,0772,OCCUPATIONAL MEDICINE SPECIALIST,PHYSICAL MEDICINE & REHABILITATION
5597396,6042,HEMATOLOGIST/ONCOLOGIST,HEMATOLOGY & ONCOLOGY
452892,0486,PEDIATRIC GASTROENTEROLOGIST,GASTROENTEROLOGY
227504,1227,HOME HEALTH AGENCY- HOME HEALTH AIDE,HOME HEALTH AGENCY
15307,0503,GENERAL SURGEON,GENERAL SURGERY
670467,4640,ASSISTED CARE LIVING FACILITY - HOME,COMMUNITY SUPPORT SERVICES
17820,0655,OSTEOPATHIC MANIPULATIVE MEDICINE SPECIALIST,OSTEOPATHY
265,0919,NUCLEAR RADIOLOGIST,RADIOLOGY
957,0241,NURSE ANESTHETIST,REGISTERED NURSE - ANESTHETIST
12238,5631,NEURODEVELOPMENTAL DISABILITIES,NEUROLOGY
107085,5813,PEDIATRIC NEPHROLOGIST,NEPHROLOGY
5999,0740,DERMATOPATHOLOGIST,PATHOLOGY
546,3719,DURABLE MEDICAL EQUIPMENT,MEDICAL SUPPLY HOUSE
681,3024,DURABLE MEDICAL EQUIPMENT,MEDICAL SUPPLY HOUSE
66,2226,REGISTERED NURSE,REGISTERED NURSE
56,1750,ANATOMICAL/CLINICAL PATHOLOGIST,PATHOLOGY
403,5688,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL",REGISTERED NURSE - PSYCHIATRIC
297,1253,PEDIATRIC CARDIOLOGIST,CARDIOLOGY
13,3606,LICENSED PROFESSIONAL COUNSELOR,MENTAL HEALTH PROFESSIONAL
147,1411,NEUROMUSCULAR DISEASE SPECIALIST,NEUROLOGY
116,2275,ORTHOPEDIC SURGEON,ORTHOPEDICS
3,2008,GENERAL DENTIST,DENTIST
17104526,0940,RHEUMATOLOGIST,RHEUMATOLOGY
3698254,5941,PODIATRIST - NON-MD,PODIATRIST - NON-MD
82283,4280,PSYCHIATRIST - ADDICTION MEDICINE,PSYCHIATRY
647,0018,SKILLED NURSING FACILITY,EXTENDED CARE FACILITIES
4008,1980,OBSTETRICIAN/GYNECOLOGIST,OBSTETRICS & GYNECOLOGY
16181,1649,LICENSED PROFESSIONAL COUNSELOR,MENTAL HEALTH PROFESSIONAL
13845,0189,ADDICTION PSYCHOLOGIST,UNKNOWN
1079,2335,PSYCHIATRIC NURSE SPECIALIST,REGISTERED NURSE - PSYCHIATRIC
30407,2147,ALCOHOL AND DRUG ABUSE COUNSELOR,ADDICTION MEDICINE SPECIALIST
45,1982,MEDICAL REHABILITATION CENTER,CARDIAC & MEDICAL REHAB FACILITIES
1300,2796,UNKNOWN SPECIALTY PHYSICIAN,UNKNOWN SPECIALTY PHYSICIAN
2,3268,INTERNAL MEDICINE SPECIALIST,INTERNAL MEDICINE
391,1209,PROSTHODONTIST,PROSTHODONTIST
216,0564,HEMATOLOGIST,HEMATOLOGY & ONCOLOGY
802,5792,PEDIATRIC HEMATOLOGIST/ONCOLOGIST,HEMATOLOGY & ONCOLOGY
1033,2828,UNKNOWN SPECIALTY PHYSICIAN,UNKNOWN SPECIALTY PHYSICIAN
106,1104,TRAINED NURSE,VASCULAR SURGERY
63,2838,CHIROPRACTOR,CHIROPRACTOR
108,2808,PSYCHIATRIST - CLINICAL PSYCHOLOGY,PSYCHIATRY
15,1047,OCCUPATIONAL THERAPIST,OCCUPATIONAL THERAPY PROVIDER
160,6227,HOSPITALIST,OTHER PHYSICIAN SPECIALTY
8,1806,OTHER MENTAL HEALTH PROFESSIONAL,MENTAL HEALTH PROFESSIONAL
179,7296,UNKNOWN SPECIALTY PHYSICIAN,UNKNOWN SPECIALTY PHYSICIAN
33,3914,HOMEMAKER AIDE,HOMEMAKER AIDE
66,3382,PHYSICAL THERAPIST - MOVEMENT DISORDERS,PHYSICAL THERAPY PROVIDER
24,7478,DERMATOPATHOLOGIST,PATHOLOGY
23,1251,PEDIATRIC ENDOCRINOLOGIST,ENDOCRINOLOGY
30,2767,PEDIATRICIAN,PEDIATRICS
36929739,0144,PODIATRIST - NON-MD,PODIATRIST - NON-MD
58551443,0441,DERMATOLOGIST,DERMATOLOGY
199827,6023,PATHOLOGIST,PATHOLOGY
831143,0263,OCCUPATIONAL THERAPIST,OCCUPATIONAL THERAPY PROVIDER
12393,0360,ADOLESCENT PEDIATRIC SPECIALIST,PEDIATRICS
10829,0442,DERMATOLOGIST,DERMATOLOGY
5144,1073,PHYSICAL THERAPIST - MOVEMENT DISORDERS,PHYSICAL THERAPY PROVIDER
3957,5254,CARDIOTHORACIC SURGEON,THORACIC SURGERY
3821,0580,SURGICAL ONCOLOGIST,HEMATOLOGY & ONCOLOGY
3156,0383,PEDIATRIC ALLERGIST & IMMUNOLOGIST,ALLERGY & IMMUNOLOGY
10035,2127,PHYSICAL THERAPIST,PHYSICAL THERAPY PROVIDER
1573,5086,INTERNAL MEDICINE SPECIALIST,OTHER PHYSICIAN SPECIALTY
2775,2927,UNKNOWN SPECIALTY PHYSICIAN,UNKNOWN SPECIALTY PHYSICIAN
80,5970,ABDOMINAL GENERAL SURGEON,GENERAL SURGERY
13,4372,ATHLETIC TRAINER,PHYSICAL THERAPY PROVIDER
739,0126,CHRISTIAN SCIENCE PRACTITIONER,OTHER NON-PHYSICIAN PROVIDER
7460,4663,PHYSICAL THERAPY-PEDIATRIC,PHYSICAL THERAPY PROVIDER
731,2502,UNKNOWN SPECIALTY PHYSICIAN,UNKNOWN SPECIALTY PHYSICIAN
13,5695,RADIOLOGIST,RADIOLOGY
1,5805,PEDIATRIC GASTROENTEROLOGIST,GASTROENTEROLOGY
2,2458,NEONATOLOGIST,NEONATOLOGY
23104510,5828,ANESTHESIOLOGIST,ANESTHESIOLOGY
8232382,0286,GYNECOLOGIST,GYNECOLOGY
31187115,0054,INDEPENDENT LABORATORY,INDEPENDENT LABORATORY
120432,1229,NURSE ANESTHETIST,REGISTERED NURSE - ANESTHETIST
20649,1105,OTHER MENTAL HEALTH PROFESSIONAL,MENTAL HEALTH PROFESSIONAL
4808,0260,LICENSED VOCATIONAL NURSE,VOCATIONAL/PRACTICAL NURSE
2670,1201,ENDODONTIST,ENDODONTIST
11907,5965,PEDIATRIC REHABILITATION MEDICINE,PEDIATRICS
3946,0348,ADOLESCENT PEDIATRIC SPECIALIST,PEDIATRICS
51738,1560,MEDICAL REHABILITATION CENTER,CARDIAC & MEDICAL REHAB FACILITIES
997,1144,DURABLE MEDICAL EQUIPMENT,MEDICAL SUPPLY HOUSE
692,5692,REGISTERED NURSE,REGISTERED NURSE
1554,0861,PSYCHIATRIST - PSYCHOANALYSIS,PSYCHIATRY
312,5684,PHYSICIANS ASSISTANT,OTHER NON-PHYSICIAN PROVIDER
